user1,user2,weight
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2569229674,3
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2573225349,1
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2616344667,1
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2742482932,1
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2878166306,3
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2882013788,4
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2882037326,5
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,2882350436,3
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,3438999494,15
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,393955df00832382d3f4d8dbff2d7487fe723e1a5601978070c5ba3231084ecd,1
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,7d2b66c5f3b557ab3c8d4ec2be0ba72b8202d2ffdb37ff7b16e0854189cf75c3,1
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,8d313bc4410c3158379fb24df70f09dc2f5c96cef6aa527df856b61d1ffdd89e,2
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,8da5d23207d302647d84c4f38e4c9c48b199d9aa1cb0549940629a68b50b16cf,1
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,c863f6f0e2519b1a5b8b00e4f056fd0eab09a62bcf8be2b5e7eaafa42d89e535,1
0512ea612cfe45a7d9c8c0fd42466e8a8068a6fb3efb34baf7e7be40da578539,caf105a130b8a17444728eca4a6447acb063701a86385c341f914f9fdb7eccba,1
05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,83216c1bdaf0245f9ac5b98a8c4b3cf2a1634b74d8b38dce5641f292a56c10d6,1
05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,b8726fc348617a6f9dce6cf86995ac180d7de04399bd98c1e340a630f385f866,1
05cae276d4b3dbad4202fd059f4d579b760ccfa826801ca16977e2ef0e6fafd1,bc95e75b9da103aae2ff6f7a9cc127a30739203b7fb8e27f75d932883fd1f5dd,1
069e2889937930064ac1f3cac316483f9f5634d7edca6878174de81e91bb9e0a,c11105737c747683a338d7efcbea63379e803081de056d02233155ef82e58599,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,035235403bfbbffdf18507847eed7d692c48a4196be9b39c961f05111bbbbf20,8
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,050f6f287ff564463cb290ec9933a045e07d0eea41352e3ed893cd570e97adbb,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,05693cd6ebf0403c65a30bab30085efe031b3762f8260c74c63a919950fb9821,6
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,0c378d74b9a77ac71eee3fa80e89d737103ab3452f82b4988302b2dee1fbb444,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,0c84060d401ead5f7f33bed7198bf2a74bbeabed660f9ee3a1e832e99fea8377,5
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,16e679129d22b2e394de83913ad25b2a462e111337e732fc784eddf53f6f1c16,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,18738863ea4ba967a6d6697671189c805837b15f8f0ae64e77849dbe61540d1c,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,19bc8529a399475fa38d1c5ddfccba200c731fc1202c653c72021807e2ec53f2,5
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,1a73e268f2d87d6d083c7a29a78572a7dd99f553f692fd8a3545e9458e2029a4,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,1b440ca3aeb326a4b60f7f454f37ed6bb21f8e6ed2ab51f94e1b6cc59609143e,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,1d646370d4fa9da97681a871b87646c2720051544178a38b4148f8ad78139e4f,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,1fd6cfa46000e38b9b1499be51e43138da1635019839a3257ee993c2bb42001c,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,202c8708b3ed415e943eade0a8e5bfb0ce7ceaf93fcc462d3bb271f73e487f2b,9
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,20b28fd6a591079b36cbdf2e128653ee7e77afd9e3f19715ed7d2d7b87efef44,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,20b9f016f0052c29f448411206c8620a4d090ed4cb2c5649cfe666ad922eba93,8
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,219650c8c294631773fe1945d7c72c8e25a1a1948eaf37a9e329ee8487d0ed22,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2262049316,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2347ccb51951282b75565934b3a681ecae4864529ca38700b0ceb9d9104c02c6,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,277786880fdb3b73b34dacff7a4ac44bdc009b5e88bb5cb9f4320621f012823b,6
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,279669c7ed8b9561873570d1c7de8b3b4f3a3cbbce117bf470c257f159f6f6ff,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,29ee51d7d36e99897d503f928d34a3c0660f1658e5fdb4d4b7c8c7647ba4126e,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2a2383f1a63d6ba732eb854df2866671632bf956322bbac9a9e6e8c2e79497e7,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2b8853ccd64fb5788065ff5b212ccb76a209878cd44e1ee0fe9b7b20ad935b29,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2d6263dfa61ea9039b0c7aba38b13f9508ad19247c4e36f23ebcd35ee05a29fa,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2ef8835210fe54c8ccde887c02b65e7494961e23fdcdb6c90ab2269c5ef90ed8,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2f16214a72acf400ae907b8ebc055de1757c5ed0157388740350575b926b1c67,7
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,2ffd724bdac8cb7808986df76c3294f8d4319cf5705e2bc901e559195e3d53bb,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,32480e3ad5601bc46c8b5d45e8d49855b3b32f98cbe0804aa52308a75e833b28,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,3374d37a84ff7d70087f1cc91962fd5a7b1e3998463ec4a3c8a3f4dc2a141309,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,33a1ef870812948e42090ff4cbd0a70674766fd30eab4ff2e329a12758eeb42a,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,350cf55b4c13ab61b4402ae7ac6bb0fa891a8fd54016c0dc77a037c538ea5598,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,386bb324f55a257d66f5753472e11a0354b02df0548cf73cce9fd3119a0f7ad7,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,3de9c0aa24d9a786e3082fd9a9101bd80a0c47a6491cc62fdf31b3af03cb824c,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4290d24079135404864e148eb926c0c9e749acd45190c4a6d3092fae6181f5ff,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,432b1625d7297fc0e9babe56f48b3148c14aa89cb69ee90bf2a02189590cdfb4,7
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,44b2d59b906cbfaec83ea47c25c02122e7fc5ab1757073bb611aecc33da47155,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4558b9156a17364e071f8228331d60c12fe25a5bb570dede7bd76c82f65f1338,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,455fa37111efb254dd4ae1c97d484a34865f843c82e01341fdfc5503c224e8f5,6
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,48e0e1573d936f527ceb0fb4c070873a440a2061470da41e2c25050095cc15fa,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4a4e0b255970b061987faf747a5937eb20cde3f62ea4432db39a2064a500170d,6
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4ac2d4e6548767c222a92279d707e19eda694044aac8ae746f8b1be936d2b48e,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4afa63d0310df93ed087dc2e33b18f913bf56c51a4e64f1dbd4abbbc209437af,7
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4cf8240d55449ba3fc6ccaa4c82146c94d2cebc8087aadfd8b88ecea8b9030b3,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4d659e563f6cadf212552ad1365db4da177f486eb214ef4dd67a9ca6af2a4ae3,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,4f36e5750305a0f3e4aa3404108aa8bfb5ff7825ec3aa48492441774f6281638,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,51adfd241872a1a089e54af26c16bca732b6a99b943f9fba5ac83f694ebb185a,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,55ba49c2cf8080dde0a69f81ad2f32379439b63f77ca309a56d94d5ebe7a9c9d,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,57f6f83add72ac7ae0953dbffd324e1f0e3ed73cb5dc2a9a394dacb39508bd1f,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,5919e0b035d24b12928b768560a79e0235a363604ad312840237c308b09291bf,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,5cb7b222ace8a4139a8ece60afeca86fb0b2638ed34e3224d613696ce01459ea,6
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,60c87e64634f39731dfa7bf534828374e6a6068afad2be770ed57af11cdb0055,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,646d4fd1a0bb1367badf1e69294d9b2374996d31b1bbbe7c60368e5e217951bc,6
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,64dbf2e2a8acf6fcebd04ee4699eb288e96a5546e240d30aa5ee33ae035383aa,8
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,6577a25ba6ba0c17dfe945f2df7da33030245aaa36cb86a021ce7cd7ae1ccb2c,9
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,66ea134323c09905ee9d91652300c5c9487327a0ef9660b0b7aced9150eedb4c,5
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,6f0b2ba4f2a1fa585e1c4fe233f7f91904e49919cfc29c358cd7888aa94f95b6,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,73763ba04e02c0a63330f809249df29f0e4aa1ff9f4c2f1db7e3c5c8daf3b46a,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,75de845cb8c71b8c3d7c71843bce9310705c933d4012c5f0f4234f5c3593aa9b,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,778fcd5b09b0cf87b5d703cf31585d601da204d4bb6150ff833d0b5bf38bda9d,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,78483e43d73c356ff7f0338d496d0e287524911287f9fd7a5735e546e5afa0af,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,78f653d4450aa96cbe7dd0a9a0183bdfc8f8a36b2e69db8fb7a4cdcfe74ce0d3,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,7978eae32b842d0b9677c7285f7ce2d72e0a64d24f014f892b6852edf2885a2e,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,7b308d8a7563a6c864dfd4997bbfd3c009ec0edfb81182bb1ebb57f0cadba0d9,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,7ca2bb958f039d6e34c41388088e468b26c0643321b988107f2ec09feaf178de,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,7daa6acbe468547abd89a0c48d2be9af3cc7ebb2371cc3ae17cfe104f2aec056,6
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,7eadd2be9c5306167a64ebc983788d06f3b53acd1bdfa51adde5fec461b12f9d,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,7f1a22637547d0eee85e5743201ef067f46629ef953b94ded2115647f584f05f,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,80f2f4e5d3c73e75d078459a58a99d41ab66c697e0dabc7acdd634576cbb667e,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,813f4ae8aa7c4b1e7a9abd6de08f3786286b45f90d157b3f9904224a742aa944,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,831757634b3dc69a40489829a79e4616080f7d9198fe242747c00610460efdbc,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,84e99aeca16d62dc12b9cad374da9dc4b720bcd095164f099d87004d91480402,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,855019f3511d278ad1269aebdb2b860a2f7f63b9cb530db41adbf5ce17aebceb,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,86e0b060b28268a40ff3f27570986097207cda1dbd7756e2a400f150929a4081,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,88050cfa15e90b7174f8c8c63e92fc06a060c82f0e2d20925840da11bd7cd5f7,5
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,886da953809573c2cdcc8d4f8dba7fc9c5d290e0094252f71104c51cdbe20928,5
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,88ea17f268c6c8cd91537fedcd7561c53a298bdf4f08c4a632d223b3a09cb898,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,8c1704241d7c5ba2b130cb6e31c0f1bdc0ba7b8c5bd5ef461bb2f1224db3b1f4,5
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,8c1ace36faa676bed78dcb0fb3af796a7174b6f5ba636af6fb5973d12b73d9e3,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,8c989eb4ce2454df033ce3627918d21696d0049abf1286447e88e241b3d9fac4,7
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,8cf1705b453b2249976633600826b6727e6b2da22178433fd1cc1dc5a2985469,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,8f76b66ceb2eecf7f76925ff4b84ad3f468aa9425e7a9eb505b1413d53bac6c4,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,907d2cafb6f840bf6059eabbcd780636d1d04cf3160acc4958eb215f60ea74c3,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,92b144410e6d1445bf54c33be7cab13efbc5650dbe4629e10716cd5f330478d4,7
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,95977bd237407fa850e8ce89d694c48c93052e11abddeefc18a0435636b3636a,5
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,95baa7ffd40f6644480e82ccb8eec5cea1421b71e3f721e84208526f4f2ead4d,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,96a0db16d587ea9465672045ca4f7f37cd2044d1ce94ff100fb54d365f695509,1
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,98cdaf869a218680f17daba83e7b7538a011c6d12a3236f9060c9189d77df145,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,991845a5adaddd317bbe92e3263675a822a9e20a1d9d60ebbd63d6fd8ee11d13,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,9a98b65fa659478ef0eb56a468eeeee9cb42f1a77e7e62119cc770c6f2016c51,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,9b4c95e53c2cc1107837fe250692efe8401bf13839a3e1f8049d9523ca01a73c,2
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,9d284c233dadd74a827027806da0f97915ff73120ed400d03a220ccfd5271d36,3
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,9eb206c2e76d8ed9117810c8c62496c259eab64673c765d89fbc5a16e39e622f,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,a17822288f5848e304b3a1f7fdbffdf05d1a3eb06eaacb608bd796ddfb504440,4
06dd583d55075eb926897ef48a2415afc1776718c86b6ac5482e086a0e6d75d2,a2593aa1a5e25f019b04902f0ddaf266ba2e9309bf35e908cd3a9e46f700da56,1
